label,sentence_id,string,npsub0,npsub1,npsub2,npsub3,npsub4,npsub5,npsub6,npsub7,npsub8,npsub9,npsub10,npsub11,npsub12,npsub13,npsub14,npsub15,npdo0,npdo1,npdo2,npdo3,npdo4,npdo5,npdo6,npdo7,npdo8,npdo9,npdo10,npdo11,npdo12,npdo13,npdo14,npdo15,npother0,npother1,npother2,npother3,npother4,npother5,npother6,npother7,npother8,npother9,npother10,npother11,npother12,npother13,npother14,npother15,vp0,vp1,vp2,vp3,vp4,vp5,vp6,vp7,vp8,vp9,vp10,vp11,vp12,vp13,vp14,vp15,vp16,vp17,vp18,vp19,vp20,snw_n,swn_v,swn_a,swn_r,timex
1,15,but_also_said,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,said,positive,also,say,0,1,VBD,00940384-V,1,verb.communication,past,say,0,VBD,0,sim_past,active,01009240-V,O,O,O,0.0,0.8181818181818182,0.0,0.0,NO
1,15,that_``_our_inability_to_obtain_trade_credit_,our_inability_to_obtain_trade_credit,0,N,def,inability,NN,common,sg,3,05644922-N,00023271-N,00023100-N,00002137-N,00001740-N,4,noun.cognition,trade_credit,0,Y,none,credit,NN,common,sg,3,06688274-N,06686736-N,06598915-N,00033020-N,00001740-N,5,noun.communication,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,obtain,none,none,obtain,0,0,VB,02210855-V,1,verb.possession,none,obtain,0,VB,0,infinitif,active,02238085-V,O,O,O,0.7272727272727273,0.21212121212121213,0.0,0.0,NO
1,15,combined_with_a_need,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,combined,none,none,combine,0,0,VBN,02630189-V,1,verb.stative,none,combine,0,VBN,0,other,unknown,02631163-V,O,O,O,0.5113636363636364,0.5909090909090909,0.0,0.0,NO
1,15,to_ensure_that_our_stores_were_properly_stocked_for_the_Christmas_season_,our_stores,0,Y,def,store,NNS,common,pl,3,04202417-N,03748162-N,03953020-N,03297735-N,00001740-N,9,noun.artifact,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,stocked,positive,properly,stock,0,1,VBN,02203362-V,1,verb.possession,past,stock,1,VBN,0,past_perf,active,02285392-V,O,O,O,0.06293706293706296,0.32867132867132876,0.0,0.3390313390313391,YES
1,15,necessitated_our_filing_Chapter_11_._'',O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,our_filing_Chapter_11,0,Y,def,chapter,NN,common,sg,3,06396142-N,06392001-N,06362953-N,06349220-N,00001740-N,6,noun.communication,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,necessitated,none,none,necessitate,0,0,VBD,02627934-V,0,verb.stative,past,necessitate,0,VBD,0,sim_past,active,O,O,O,O,0.0,0.29870129870129875,0.0,0.0,NO
1,16,The_jewelry_chain__had_revenue_of_$_62_million,The_jewelry_chain,0,Y,def,chain,NN,common,sg,3,08376250-N,08457976-N,08456993-N,07938773-N,00001740-N,6,noun.group,revenue,0,Y,none,revenue,NN,common,sg,3,13256691-N,13331198-N,13329641-N,00032613-N,00001740-N,6,noun.possession,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,had,none,none,have,0,0,VBD,02203362-V,0,verb.possession,past,have,0,VBD,0,sim_past,active,O,O,O,O,0.3818181818181819,0.18181818181818188,0.0,0.0,NO
3,16,which_is_based_in_Sacramento__Calif_._,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,Sacramento__Calif,0,none,none,sacramento,NNP,proper,sg,3,O,O,O,O,09064966-N,0,noun.location,based,none,none,base,0,0,VBN,00636888-V,0,verb.cognition,present,base,1,VBN,0,pres_perf,active,O,O,O,O,0.0,0.21212121212121213,0.0,0.0,NO
1,16,and_operating_profit_of_$_2_._5_million_for_the_year_ended_June_30_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,5_million_for_the_year_ended_June_30_.,0,NO-NOUN,none,million,CD,unknown,unknown,3,O,O,O,O,O,0,O,ended,none,none,end,1,1,VBN,02609764-V,0,verb.stative,none,end,0,VBN,0,other,unknown,O,O,O,O,0.025568181818181827,0.0,0.0,0.0,YES
1,0,In_a_stunning_shift_in_direction__Provigo_Inc_._said,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,a_stunning_shift_in_direction,0,Y,indef,shift,NN,common,sg,3,07444668-N,07446404-N,07311115-N,07309781-N,00001740-N,8,noun.event,said,none,none,say,0,0,VBD,00940384-V,1,verb.communication,past,say,0,VBD,0,sim_past,active,01009240-V,O,O,O,0.33471074380165294,0.10031347962382448,0.16042780748663102,0.0,NO
1,0,it_will_sell_all_its_non_-_food_operations,it,0,NO-NOUN,none,it,PRP,pronoun,sg,3,O,O,O,O,O,0,O,all_its_non_-_food_operations,0,none,def,non,NN,common,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,sell,none,none,sell,0,0,VB,02220461-V,2,verb.possession,future,sell,0,VB,0,fut,active,02242464-V,O,02257370-V,O,0.15151515151515152,0.13793103448275862,0.0,0.0,NO
1,0,to_concentrate_solely_on_its_retail_and_wholesale_grocery_business_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,its_retail_and_wholesale_grocery_business,0,Y,def,business,NN,common,sg,3,08061042-N,08056231-N,08008335-N,07950920-N,00001740-N,6,noun.group,concentrate,positive,solely,concentrate,0,1,VB,00109660-V,2,verb.change,none,concentrate,0,VB,0,infinitif,active,00237511-V,O,00146138-V,O,0.09917355371900828,0.10031347962382448,0.16042780748663102,0.16042780748663102,NO
1,1,The_non_-_food_operations_accounted_for_about_27_%_of_Provigo_'s_7_._38_billion_Canadian_dollars_-_LRB_-_US$_6_._3_billion_-_RRB_-_in_sales_in_the_latest_fiscal_year_.,food_operations,1,Y,none,operation,NNS,common,pl,3,14008806-N,14006945-N,00024720-N,00024264-N,00001740-N,5,noun.state,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,accounted,none,none,account,0,0,VBD,02604760-V,1,verb.stative,past,account,0,VBD,0,sim_past,active,02607432-V,O,O,O,0.06818181818181818,0.0,0.055727554179566555,0.0,YES
1,2,In_a_related_move__Pierre_Lortie__chairman_and_chief_executive__resigned_.,Pierre_Lortie__chairman_and_chief_executive_,0,none,none,lortie,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,resigned,none,none,resign,0,0,VBD,00109660-V,3,verb.social,past,resign,0,VBD,0,sim_past,active,02367032-V,O,02382367-V,02383440-V,0.2090909090909091,0.055172413793103454,0.09411764705882353,0.0,NO
1,3,Mr_._Lortie_joined_Provigo_in_1985,Lortie,0,none,none,lortie,NNP,proper,sg,3,O,O,O,O,O,0,O,Provigo,0,none,none,provigo,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,joined,none,none,join,0,0,VBD,02434976-V,0,verb.social,past,join,0,VBD,0,sim_past,active,O,O,O,O,0.0,0.0,0.0,0.0,YES
1,3,and_spearheaded_the_company_'s_drive,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,the_company_'s,0,Y,def,company,NN,common,sg,3,08058098-N,08053576-N,08008335-N,07950920-N,00001740-N,6,noun.group,spearheaded,none,none,spearhead,0,0,VBN,02441022-V,4,verb.social,none,spearhead,0,VBN,0,other,unknown,02440608-V,02436349-V,02440244-V,02439501-V,0.29545454545454547,0.0,0.0,0.0,NO
1,3,to_grow_outside_its_traditional_food_business_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,its_traditional_food_business,0,Y,def,business,NN,common,sg,3,08061042-N,08056231-N,08008335-N,07950920-N,00001740-N,6,noun.group,grow,none,none,grow,0,0,VB,00109660-V,1,verb.change,none,grow,0,VB,0,infinitif,active,00125841-V,O,O,O,0.5113636363636364,0.0,0.0,0.0,NO
1,4,He_could_n't_be_reached_for_comment_.,He,0,NO-NOUN,none,he,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,reached,positive,none,reach,0,1,VBN,02020590-V,0,verb.motion,none,reach,0,VBN,0,cond,passive,O,O,O,O,0.18750000000000003,0.3965517241379311,0.0,0.0,NO
1,5,Bertin_Nadeau__newly_appointed_chairman_and_interim_chief_executive_of_Provigo__would_n't_say,Bertin_Nadeau__newly_appointed_chairman_and_interim_chief_executive_of_Provigo_,0,none,none,nadeau,NNP,proper,sg,3,O,O,O,O,O,0,O,chairman_and_interim_chief_executive_of_Provigo,0,Y,none,chairman,NN,common,sg,3,10468962-N,10469346-N,09623038-N,00007846-N,00001740-N,9,noun.person,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,appointed,positive,newly,appoint,0,1,VBN,01617192-V,4,verb.social,none,appoint,0,VBN,0,other,unknown,02396205-V,01645601-V,01647229-V,01641914-V,0.025568181818181827,0.04741379310344829,0.08272058823529412,0.0,NO
1,5,if_Mr_._Lortie_was_asked,Lortie,0,none,none,lortie,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,asked,none,none,ask,0,0,VBN,02367363-V,3,verb.communication,past,ask,1,VBN,0,past_perf,active,00784342-V,O,00740577-V,02376958-V,0.0,0.5517241379310345,0.0,0.0,NO
1,5,to_leave_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,leave,none,none,leave,0,0,VB,02009433-V,0,verb.motion,none,leave,0,VB,0,infinitif,active,O,O,O,O,0.0,0.5517241379310345,0.0,0.0,NO
2,6,``_Mr_._Lortie_felt_less_pertinent__'',Lortie,0,none,none,lortie,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,felt,none,none,feel,0,0,VBD,01771535-V,0,verb.emotion,past,feel,0,VBD,0,sim_past,active,O,O,O,O,0.0,0.13793103448275862,0.2156862745098039,0.2156862745098039,NO
1,6,Mr_._Nadeau_said_,Nadeau,0,none,none,nadeau,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,said,none,none,say,0,0,VBD,00940384-V,1,verb.communication,past,say,0,VBD,0,sim_past,active,01009240-V,O,O,O,0.0,0.303448275862069,0.0,0.0,NO
1,6,given_the_decision,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,given,none,none,give,0,0,VBN,02316868-V,0,verb.possession,none,give,0,VBN,0,other,unknown,O,O,O,O,0.7272727272727273,0.5517241379310345,0.0,0.0,NO
1,6,to_dump_Provigo_'s_non_-_food_operations_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,Provigo_'s_non_-_food_operations,0,none,none,non,NN,common,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,dump,none,none,dump,0,0,VB,02224055-V,2,verb.possession,none,dump,0,VB,0,infinitif,active,02225204-V,O,02222318-V,O,0.15151515151515152,0.13793103448275862,0.0,0.0,NO
2,7,``_At_this_stage_it_was_felt,it,0,NO-NOUN,none,it,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,felt,none,none,feel,0,0,VBN,01771535-V,0,verb.emotion,past,feel,1,VBN,0,past_perf,active,O,O,O,O,0.23376623376623376,0.46305418719211827,0.0,0.0,NO
2,7,I_was_perhaps_more_pertinent_as_chief_executive_._'',I,0,NO-NOUN,none,i,PRP,pronoun,unknown,1,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,was,comparative,more,pertinent,0,1,JJ,01975833-A,0,adj.all,past,be,0,VBD,0,sim_past,active,O,O,O,O,0.12272727272727275,0.11724137931034485,0.45882352941176474,0.0,NO
3,8,Mr_._Nadeau_also_is_chairman_and_chief_executive_of_Unigesco_Inc_.__Provigo_'s_controlling_shareholder_.,Nadeau,1,none,none,nadeau,NNS,common,pl,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,is,positive,also,chairman,0,1,NN,00001740-N,9,noun.person,present,be,0,VBZ,0,pres,active,10468962-N,00007846-N,10469346-N,09623038-N,0.0,0.12704174228675136,0.055727554179566555,0.0,NO
1,9,At_a_news_conference__Mr_._Nadeau_said,Nadeau,0,none,none,nadeau,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,said,none,none,say,0,0,VBD,00940384-V,1,verb.communication,past,say,0,VBD,0,sim_past,active,01009240-V,O,O,O,0.15151515151515152,0.13793103448275862,0.0,0.0,NO
1,9,the_sale_of_the_three_non_-_food_businesses___should_be_completed_in_a_``_matter_of_months_._'',the_sale_of_the_three_non_-_food_businesses_,0,Y,def,sale,NN,common,sg,3,01114824-N,01113068-N,01090446-N,01106808-N,00001740-N,9,noun.act,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,completed,none,none,complete,0,0,VBN,00126264-V,2,verb.change,none,complete,0,VBN,0,cond,passive,00484166-V,O,00352826-V,O,0.33471074380165294,0.10031347962382448,0.0,0.0,YES
3,9,which_account_for_nearly_half_the_company_'s_C$_900_million_in_assets,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,nearly_half_the_company_'s_C$_900_million_in_assets,0,Y,def,company,NN,common,sg,3,08058098-N,08053576-N,08008335-N,07950920-N,00001740-N,6,noun.group,account,none,none,account,0,0,VBP,02604760-V,1,verb.stative,present,account,0,VBP,0,pres,active,02607432-V,O,O,O,0.06293706293706296,0.0,0.0,0.12217194570135748,NO
3,10,The_three_units_are_a_nationwide_pharmaceutical_and_health_-_products_distributor__a_small_sporting_-_goods_chain__and_a_combination_catalog_showroom_and_toy_-_store_chain_.,The_three_units,0,Y,def,unit,NNS,common,pl,3,13583724-N,13576101-N,00033615-N,00002137-N,00001740-N,4,noun.quantity,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,are,none,account,pharmaceutical,0,3,NN,00001740-N,6,noun.artifact,present,be,0,VBP,0,pres,active,03920989-N,14778436-N,03740161-N,03247620-N,0.11436950146627567,0.05116796440489433,0.0,0.0,NO
2,11,Investors_and_analysts_applauded_the_news_.,Investors_and_analysts,1,Y,none,investor,NNS,common,pl,3,10216106-N,09609232-N,00007846-N,00004475-N,00001740-N,8,noun.person,the_news,0,N,def,news,NN,common,sg,3,06642138-N,06634376-N,06598915-N,00033020-N,00001740-N,5,noun.communication,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,applauded,none,none,applaud,0,0,VBD,02367363-V,4,verb.communication,past,applaud,0,VBD,0,sim_past,active,00861929-V,02376958-V,00992041-V,00740577-V,0.23376623376623376,0.0,0.0,0.0,NO
2,12,Provigo_was_the_most_active_industrial_stock_on_the_Montreal_Exchange_,Provigo,0,none,none,provigo,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,was,none,none,stock,0,3,NN,00001740-N,6,noun.possession,past,be,0,VBD,0,sim_past,active,13333833-N,00032613-N,13354420-N,13329641-N,0.07954545454545454,0.08620689655172414,0.3676470588235294,0.0,NO
1,12,where_it_closed_at_C$_9_._75_-_LRB_-_US$_8_._32_-_RRB_-__up_75_Canadian_cents_.,it,0,NO-NOUN,none,it,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,closed,none,where,close,0,1,VBD,01345109-V,0,verb.contact,past,close,0,VBD,0,sim_past,active,O,O,O,O,0.0,0.008620689655172414,0.0,0.025735294117647054,YES
2,13,``_I_think,I,0,NO-NOUN,none,i,PRP,pronoun,unknown,1,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,think,none,none,think,0,0,VBP,00628491-V,2,verb.cognition,present,think,0,VBP,0,pres,active,00689344-V,O,00670261-V,O,0.0,0.5517241379310345,0.0,0.0,NO
2,13,it_'s_a_pretty_positive_development__'',it,0,NO-NOUN,none,it,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,'s,none,none,development,0,2,NN,00001740-N,9,noun.act,present,be,0,VBZ,0,pres,active,00250259-N,00191142-N,00248977-N,00199130-N,0.0,0.16379310344827588,0.2536764705882353,0.2536764705882353,NO
1,13,said_Ross_Cowan__a_financial_analyst_with_Levesque_Beaubien_Geoffrion_Inc_.__of_the_decision,Ross_Cowan__a_financial_analyst_with_Levesque_Beaubien_Geoffrion_Inc,0,none,none,cowan,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,said,none,none,say,0,0,VBD,00940384-V,1,verb.communication,past,say,0,VBD,0,sim_past,active,01009240-V,O,O,O,0.016042780748663107,0.040567951318458424,0.0726643598615917,0.0,NO
1,13,to_concentrate_on_groceries_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,groceries,1,Y,none,grocery,NNS,common,pl,3,03461385-N,03722288-N,03748162-N,03953020-N,00001740-N,10,noun.artifact,concentrate,none,none,concentrate,0,0,VB,00109660-V,2,verb.change,none,concentrate,0,VB,0,infinitif,active,00237511-V,O,00146138-V,O,0.0,0.303448275862069,0.0,0.0,NO
2,14,Mr_._Lortie_'s_departure__while_sudden__was_seen_as_inevitable_in_light_of_the_shift_in_strategy_.,Lortie_'s_departure,0,Y,none,departure,NN,common,sg,3,00042757-N,00030358-N,00029378-N,00023100-N,00001740-N,5,noun.act,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,seen,none,while,see,0,1,VBN,02106506-V,1,verb.perception,past,see,1,VBN,0,past_perf,active,02129289-V,O,O,O,0.35714285714285715,0.10837438423645321,0.17226890756302518,0.0,NO
1,15,``_The_non_-_food_operations_were_largely_Mr_._Lortie_'s_creation,The_non_-_food_operations,0,none,def,non,NN,common,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,were,positive,largely,mr,0,1,JJR,O,0,O,past,be,0,VBD,0,sim_past,active,O,O,O,O,0.06293706293706296,0.07427055702917774,0.0,0.0,NO
1,15,-_LCB_-_and_-_RCB_-_his_strategy_did_n't_work__'',O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,LCB_-_and_-_RCB_-_his_strategy,0,none,none,lcb,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,work,positive,none,work,0,1,VB,02413480-V,0,verb.social,past,work,0,VB,0,sim_past,active,O,O,O,O,0.048701298701298704,0.19704433497536947,0.0,0.0,NO
1,15,said_Steven_Holt__a_financial_analyst_with_Midland_Doherty_Ltd_.,Steven_Holt__a_financial_analyst_with_Midland_Doherty_Ltd,0,none,none,holt,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,said,none,none,say,0,0,VBD,00940384-V,1,verb.communication,past,say,0,VBD,0,sim_past,active,01009240-V,O,O,O,0.0,0.08620689655172414,0.13970588235294115,0.0,NO
2,16,Provigo_'s_profit_record_over_the_past_two_years_tarnished_the_company_'s_and_Mr_._Lortie_'s_reputations_.,Provigo_'s_profit_record_over_the_past_two_years,0,Y,none,record,NN,common,sg,3,06647206-N,06643408-N,06797169-N,00033020-N,00001740-N,5,noun.communication,the_company_'s_and_Mr,0,none,none,mr,NNP,proper,sg,3,06341340-N,06339416-N,06338908-N,06333653-N,00001740-N,8,noun.communication,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,tarnished,none,none,tarnish,0,0,VBD,00109660-V,3,verb.contact,past,tarnish,0,VBD,0,sim_past,active,01537409-V,O,01531998-V,00356258-V,0.25227272727272726,0.0,0.04852941176470589,0.0,YES
1,17,For_the_six_months_ended_Aug_._12__Provigo_posted_net_income_of_C$_6_._5_million__or_eight_Canadian_cents_a_share_,5_million__or_eight_Canadian_cents_a_share_,0,NO-NOUN,none,million,CD,unknown,unknown,3,O,O,O,O,O,0,O,net_income_of_C$_6,0,Y,none,income,NN,common,sg,3,13255145-N,13254985-N,13254805-N,13331198-N,00001740-N,8,noun.possession,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,posted,none,none,post,0,0,VBD,01354673-V,3,verb.contact,past,post,0,VBD,0,sim_past,active,01591621-V,O,01356370-V,01296462-V,0.0,0.0,0.0,0.0,YES
1,17,compared_with_C$_18_._1_million__or_21_Canadian_cents_a_share__a_year_earlier_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,1_million__or_21_Canadian_cents_a_share__a_year_earlier_.,0,NO-NOUN,none,million,CD,unknown,unknown,3,O,O,O,O,O,0,O,compared,none,none,compare,0,0,VBN,00644583-V,1,verb.cognition,none,compare,0,VBN,0,other,unknown,00652900-V,O,O,O,0.0,0.029038112522686028,0.0,0.0,YES
1,18,Sales_were_C$_4_._2_billion,2_billion,0,NO-NOUN,none,billion,CD,unknown,unknown,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,were,none,none,c$,0,1,NN,O,0,O,past,be,0,VBD,0,sim_past,active,O,O,O,O,0.23376623376623376,0.19704433497536947,0.0,0.0,NO
1,18,compared_with_C$_3_._7_billion_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,7_billion_.,0,NO-NOUN,none,billion,CD,unknown,unknown,3,O,O,O,O,O,0,O,compared,none,none,compare,0,0,VBN,00644583-V,1,verb.cognition,none,compare,0,VBN,0,other,unknown,00652900-V,O,O,O,0.0,0.16379310344827588,0.0,0.0,NO
1,19,Last_month__Canadian_Bond_Rating_Service_downgraded_Provigo_'s_commercial_paper_and_debentures_because_of_its_lackluster_performance_.,Canadian_Bond_Rating_Service,0,Y,none,service,NNP,proper,sg,3,00577525-N,00575741-N,00407535-N,00030358-N,00001740-N,7,noun.act,Provigo_'s_commercial_paper_and_debentures,0,Y,none,paper,NN,common,sg,3,14974264-N,14580897-N,00019613-N,00020827-N,00001740-N,5,noun.substance,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,downgraded,none,none,downgrade,1,1,VBD,00628491-V,3,verb.cognition,past,downgrade,0,VBD,0,sim_past,active,00660730-V,O,00658052-V,00670261-V,0.12272727272727275,0.02413793103448277,0.32205882352941173,0.0,YES
2,20,Analysts_are_skeptical,Analysts,1,Y,none,analyst,NNS,common,pl,3,09790482-N,09617867-N,00007846-N,00004475-N,00001740-N,8,noun.person,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,are,none,none,skeptical,0,0,JJ,00647247-A,0,adj.all,present,be,0,VBP,0,pres,active,O,O,O,O,0.0,0.5517241379310345,0.8235294117647057,0.0,NO
2,20,Provigo_will_be_able,Provigo,0,none,none,provigo,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,be,none,none,able,0,0,JJ,00001740-A,0,adj.all,future,be,0,VB,0,fut,active,O,O,O,O,0.0,0.3965517241379311,0.5955882352941176,0.0,NO
1,20,to_sell_the_non_-_food_businesses_as_a_group_for_at_least_book_value_,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,the_non_-_food_businesses,0,none,def,non,NN,common,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,sell,none,none,sell,0,0,VB,02220461-V,2,verb.possession,none,sell,0,VB,0,infinitif,active,02242464-V,O,02257370-V,O,0.34943181818181823,0.04741379310344829,0.0,0.0,NO
1,20,and_are_expecting_write_-_downs_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,-_downs,1,N,none,downs,NNS,common,pl,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,expecting,none,none,expect,0,0,VBG,00628491-V,2,verb.cognition,present,expect,0,VBG,1,pres_cont,active,00719734-V,O,00670261-V,O,0.0,0.46305418719211827,0.0,0.0,NO
1,21,Mr_._Nadeau_said,Nadeau,0,none,none,nadeau,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,O,O,O,-1,0,O,O,0,O,O,O,-1,O,-1,O,O,O,O,O,O,0.0,0.3965517241379311,0.0,0.0,NO
1,21,he_could_n't_yet_say,he,0,NO-NOUN,none,he,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,say,positive,yet,say,0,3,VB,00940384-V,1,verb.communication,none,say,0,VB,0,cond,active,01009240-V,O,O,O,0.0,0.303448275862069,0.0,0.45882352941176474,NO
